3,"問3 AI の機械学習における教師なし学習で用いられる手法として,最も適切なものは どれか。 
ア　幾つかのグループに分かれている既存データ間に分離境界を定め,新たなデータがどのグループに属するかはその分離境界によって判別するパターン認識手法 
イ　数式で解を求めることが難しい場合に,乱数を使って疑似データを作り,数値計算をすることによって解を推定するモンテカルロ法 
ウ　データ同士の類似度を定義し,その定義した類似度に従って似たもの同士は同じグループに入るようにデータをグループ化するクラスタリング 
エ　プロットされた時系列データに対して,曲線の当てはめを行い,得られた近似曲線によってデータの補完や未来予測を行う回帰分析 ",ア,イ,ウ,エ,3,令和元年度 秋期 午前問題【共通】
3,"問4 先頭ポインタと末尾ポインタをもち,多くのデータがポインタでつながった単方向の線形リストの処理のうち,先頭ポインタ,末尾ポインタ又は各データのポインタをたどる回数が最も多いものはどれか。
ここで,単方向のリストは先頭ポインタからつながっているものとし,追加するデータはポインタをたどらなくても参照で きるものとする。 
ア　先頭にデータを追加する処理 
イ　先頭のデータを削除する処理 
ウ　末尾にデータを追加する処理
エ　末尾のデータを削除する処理 ",ア,イ,ウ,エ,4,令和元年度 秋期 午前問題【共通】
3,"問7キャパシティプランニングの目的の一つに関する記述のうち,最も適切なものはどれか。
ア　応答時間に最も影響があるボトルネックだけに着目して,適切な変更を行うことによって,そのボトルネックの影響を低減又は排除することである。
イ　システムの現在の応答時間を調査し,長期的に監視することによって、将来を含めて応答時間を維持することである。
ウ　ソフトウェアとハードウェアをチューニングして,現状の処理能力を最大限に引き出して,スループットを向上させることである。
エ　パフォーマンスの問題はリソースの過剰使用によって発生するので,特定のリソースの有効利用を向上させることである。",ア,イ,ウ,エ,2,令和元年度 秋期 午前問題【共通】
3,"問8エネルギーハーベスティングの適用例として,適切なものはどれか。
ア　AC電源で充電したバッテリで駆動される携帯電話機
イ　インバータ制御を用いるエアーコンディショナの室外機
ウ　スイッチを押す力を電力に変換して作動するRFリモコン
工　無停電電源装置を備えたデータサーバ",ア,イ,ウ,エ,3,令和元年度 秋期 午前問題【共通】
3,"問9データベースに媒体障害が発生したときのデータベースの回復法はどれか。
ア　障害発生時,異常終了したトランザクションをロールバックする。
イ　障害発生時点でコミットしていたがデータベースの実更新がされていないトランザクションをロールフォワードする。
ウ　障害発生時点でまだコミットもアボートもしていなかった全てのトランザクションをロールバックする。
エ　バックアップコピーでデータベースを復元し,バックアップ取得以降にコミットした全てのトランザクションをロールフォワードする。",ア,イ,ウ,エ,4,令和元年度 秋期 午前問題【共通】
3,"問10イーサネットで使用されるメディアアクセス制御方式であるCSMA/CDに関する記述として,適切なものはどれか。
ア　それぞれのステーションがキャリア検知を行うとともに,送信データの衝突が起きた場合は再送する。
イ　タイムスロットと呼ばれる単位で分割して,同一周波数において複数の通信を可能にする。
ウ　データ送受信の開始時にデータ送受信のネゴシエーションとしてRTS/CTS方式を用い,受信の確認はACKを使用する。
工　伝送路上にトークンを巡回させ,トークンを受け取った端末だけがデータを送信できる。",ア,イ,ウ,エ,1,令和元年度 秋期 午前問題【共通】
3,"問11TCP/IPネットワークのフォワードプロキシに関する説明のうち,最も適切なものはどれか。
ア　Webサーバと同一の組織内(例えば企業内)にあって,Webブラウザからのリクエストに対してWebサーバの代理として応答する。
イ　Webブラウザと同一の組織内(例えば企業内)になければならない。
ウ　Webブラウザの代理として,Webサーバに対するリクエストを送信する。
工　電子メールをインターネット上の複数のサーバを経由して転送する。",ア,イ,ウ,エ,3,令和元年度 秋期 午前問題【共通】
3,"問12インターネットとの接続において,ファイアウォールのNAPT機能によるセキュリティ上の効果はどれか。
ア　DMZ上にある公開Webサーバの脆弱性を悪用する攻撃から防御できる。
イインターネットから内部ネットワークへの侵入を検知し,検知後の通信を遮断できる。
ウ　インターネット上の特定のWebサービスを利用するHTTP通信を検知し,遮断できる。
エ　内部ネットワークからインターネットにアクセスする利用者PCについて,インターネットからの不正アクセスを困難にすることができる。
",ア,イ,ウ,エ,4,令和元年度 秋期 午前問題【共通】
3,"問13　チャレンジレスポンス認証方式に該当するものはどれか。
ア　固定パスワードをTLSによって暗号化し,クライアントからサーバに送信する。
イ　端末のシリアル番号を,クライアントで秘密鍵を使って暗号化してサーバに送信する。
ウ　トークンという装置が自動的に表示する,認証のたびに異なるデータをパスワードとしてサーバに送信する。
エ　利用者が入力したパスワードと,サーバから受け取ったランダムなデータとをクライアントで演算し,その結果をサーバに送信する。
",ア,イ,ウ,エ,4,令和元年度 秋期 午前問題【共通】
3,"問14ファジングに該当するものはどれか。
ア　サーバにFINパケットを送信し,サーバからの応答を観測して,稼働しているサービスを見つけ出す。
イ　サーバのOSやアプリケーションソフトウェアが生成したログやコマンド履歴などを解析して,ファイルサーバに保存されているファイルの改ざんを検知する。
ウ　ソフトウェアに,問題を引き起こしそうな多様なデータを入力し,挙動を監視して、脆弱性を見つけ出す。
エ　ネットワーク上を流れるパケットを収集し,そのプロトコルヘッダやペイロードを解析して,あらかじめ登録された攻撃パターンと一致した場合は不正アクセスと判断する。
",ア,イ,ウ,エ,3,令和元年度 秋期 午前問題【共通】
